Thank you so much, Chris. 	Cám ơn rất nhiều, Chris. 
(Applause) 	(Vỗ tay) 
	
So for any of us in this room today, let's start out by admitting we're lucky. 	Đối với mọi người trong khán phòng hôm nay, chúng ta hãy tự nhận là mình may mắn. 
We don't live in the world our mothers lived in, our grandmothers lived in, where career choices for women were so limited. 	Chúng ta không sống trong một thế giới mà các bà mẹ và các bà của chúng ta đã phải sống, thời kỳ mà các lựa chọn ngành nghề cho phụ nữ còn rất hạn hẹp. 
And if you're in this room today, most of us grew up in a world where we have basic civil rights, and amazingly, we still live in a world where some women don't have them. 	Và nếu các bạn ở trong phòng này ngày hôm nay, đa số chúng ta được lớn lên trong một thế giới nơi mà chúng ta được hưởng những quyền công dân sơ đẳng. Và ngạc nhiên thay, chúng ta vẫn sống trong một thế giới nơi mà một số phụ nữ vẫn không có những quyền đó. 
But all that aside, we still have a problem, and it's a real problem. 	Nhưng đặt những điều đó sang một bên, thì chúng ta vấn có một vấn đề, và đó là một vấn đề thật sự. 
And the problem is this: Women are not making it to the top of any profession anywhere in the world. 	Vấn đề đó là: phụ nữ đang không vươn lên những vị trí hàng đầu của bất kỳ ngành nghề nào trên thế giới. 
The numbers tell the story quite clearly. 	Các con số cho thấy rõ điều này. 
190 heads of state -- nine are women. 	190 người đứng đầu bang -- 9 người là phụ nữ. 
Of all the people in parliament in the world, 13 percent are women. 	Trên tổng số người ở trong quốc hội trên thế giới, 13 phần trăm là phụ nữ. 
In the corporate sector, women at the top, C-level jobs, board seats -- tops out at 15, 16 percent. 	Trong lĩnh vực kinh doanh, số phụ nữ ở các cương vị cấp cao, như các chức chủ tịch (C-level jobs), ghế ban giám đốc -- chỉ khoảng 15, 16 phần trăm. 
The numbers have not moved since 2002 and are going in the wrong direction. 	Những con số này không hề tăng kể từ năm 2002 và chúng đang đi theo chiều hướng sai lầm. 
And even in the non-profit world, a world we sometimes think of as being led by more women, women at the top: 20 percent. 	Và thậm chí trong thế giới lĩnh vực không lợi nhuận, thế giới mà chúng ta thường nghĩ rằng sẽ được dẫn đầu bởi nhiều phụ nữ hơn, phụ nữ ở các cương vị lãnh đạo: 20 phần trăm. 
We also have another problem, which is that women face harder choices between professional success and personal fulfillment. 	Chúng ta cũng đang gặp phải một vấn đề nữa, đó là phụ nữ phải đối mặt với những quyết định khó khăn hơn giữa thành công trong nghề nghiệp và cuộc sống cá nhân. 
A recent study in the U.S. showed that, of married senior managers, two-thirds of the married men had children and only one-third of the married women had children. 	Một cuộc nghiên cứu gần đây ở Hoa Kỳ cho thấy rằng, trong số các giám đốc đã lập gia đình, hai phần ba số đàn ông có gia đình có con và chỉ một phần ba trong số phụ nữ có gia đình có con. 
A couple of years ago, I was in New York, and I was pitching a deal, and I was in one of those fancy New York private equity offices you can picture. 	Vài năm trước, tôi đã đến New York, để thực hiện một vụ làm ăn, tôi đã ở một trong những văn phòng cổ phần tư nhân sang trọng ở New York mà các bạn có thể tưởng tượng ra. Và trong cuộc gặp mặt đó -- dài khoảng ba tiếng -- 
And I'm in the meeting -- it's about a three-hour meeting -- and two hours in, there needs to be that bio break, and everyone stands up, and the partner running the meeting starts looking really embarrassed. 	hai tiếng trôi qua, mọi người cần giải lao, tất cả đứng dậy và người dẫn cuộc họp bỗng trở nên lúng túng. 
And I realized he doesn't know where the women's room is in his office. 	Và tôi nhận ra rằng anh ấy không biết phòng vệ sinh nữ ở đâu. 
So I start looking around for moving boxes, figuring they just moved in, but I don't see any. 	Thế nên tôi nhìn tò mò xem mấy hộp chuyển đồ ở đâu, bởi tôi nghĩ rằng họ mới chuyển đến nhưng tôi không thấy gì cả. 
And so I said, "Did you just move into this office?" 	Và tôi hỏi: "Các anh mới chuyển đến văn phòng này à?" 
And he said, "No, we've been here about a year." 	Và ảnh trả lời: "Không, chúng tôi ở đây khoảng một năm rồi." 
And I said, "Are you telling me that I am the only woman to have pitched a deal in this office in a year?" 	Và tôi lại hỏi: "Vậy là anh nói với tôi rằng tôi là người phụ nữ duy nhất từng đến làm ăn ở văn phòng này trong vòng năm qua?" 
And he looked at me, and he said, "Yeah. Or maybe you're the only one who had to go to the bathroom." 	Và anh ấy nhìn tôi và nói: "Ừ. Hoặc có thể cô là người duy nhất đã phải đi vệ sinh." 
(Laughter) So the question is, how are we going to fix this? 	(Tiếng cười) Nên câu hỏi được đặt ra là chúng ta sẽ sửa chữa điều này như thế nào đây? 
How do we change these numbers at the top? 	Làm sao chúng ta có thể sửa đổi những con số kia? 
How do we make this different? 	Làm sao chúng ta có thể làm nó thay đổi? 
I want to start out by saying, I talk about this -- about keeping women in the workforce -- because I really think that's the answer. 	Tôi khởi đầu bằng câu nói, tôi muốn nói rằng -- về việc giữ phụ nữ ở lại trong lực lượng lao động -- bởi vì tôi thật sự nghĩ rằng đó là câu trả lời. 
In the high-income part of our workforce, in the people who end up at the top -- Fortune 500 CEO jobs, or the equivalent in other industries -- the problem, I am convinced, is that women are dropping out. 	Ở phân khúc lao động có thu nhấp cao, những người ở các vị trí phía trên -- 500 vị trí CEO của Fortune, hoặc các vị trí tương đương ở các ngành khác -- tôi chắc chắn vấn đề chính là việc phụ nữ đang từ bỏ công việc. 
Now people talk about this a lot, and they talk about things like flextime and mentoring and programs companies should have to train women. 	Người ta nói rất nhiều về điều này và họ nói về những thứ như thời gian linh động và tư vấn và các chương trình các công ty nên đào tạo cho phụ nữ. 
I want to talk about none of that today, even though that's all really important. 	Tôi không muốn nói về những thứ đó ngày hôm nay -- mặc dùng chúng rất quan trọng. 
Today I want to focus on what we can do as individuals. 	Hôm nay tôi muốn tập trung vào những gì bản thân chúng ta có thể làm. 
What are the messages we need to tell ourselves? 	Chúng ta phải gửi những thông điệp gì đến bản thân? 
What are the messages we tell the women that work with and for us? 	Chúng ta phải gửi những thông điệp gì đến những phụ nữ khác ở nơi ta làm việc? 
What are the messages we tell our daughters? 	Chúng ta phải gửi những thông điệp gì đến con gái chúng ta? 
Now, at the outset, I want to be very clear that this speech comes with no judgments. 	Trước hết, tôi muốn nói rõ rằng bài diễn thuyết này không hề phán xét điều gì hay ai. 
I don't have the right answer. 	Tôi không có câu trả lời đúng; 
I don't even have it for myself. 	tôi thậm chí không có câu trả lời cho chính tôi. 
I left San Francisco, where I live, on Monday, and I was getting on the plane for this conference. 	Tôi rời San Francisco, nơi tôi ở, vào thứ Hai và tôi lên má bay đến dự hội nghị này. 
And my daughter, who's three, when I dropped her off at preschool, did that whole hugging-the-leg, crying, "Mommy, don't get on the plane" thing. 	Và con gái ba tuổi của tôi, lúc tôi đưa cháu đến nhà trẻ, cháu ôm lấy chân tôi và khóc "Mẹ, mẹ đừng đi". 
This is hard. I feel guilty sometimes. 	Rất khó. Đôi lúc tôi cảm thấy tội lỗi. 
I know no women, whether they're at home or whether they're in the workforce, who don't feel that sometimes. 	Tôi không biết một người phụ nữ nào dù họ ở nhà hay đi làm mà không đôi khi cảm thấy điều đó. 
So I'm not saying that staying in the workforce is the right thing for everyone. 	Nên không phải tôi nói rằng đi làm là đúng đối với tất cả mọi người. 
My talk today is about what the messages are if you do want to stay in the workforce, and I think there are three. 	Bài nói hôm nay của tôi là về những thông điệp nếu các bạn muốn tiếp tục với công việc. Và tôi nghĩ rằng có ba thông điệp. 
